ShuZheZheGou

1
ShuZheZheGou:	0.7036079696723267
HengZheTi:	0.46477149390800365
Wan:	0.3853148328721389
Gou:	0.2957338859773194
Dian:	0.26028933726170594
ShuZhe:	0.23435047292061834
Ti:	0.18425209772295145
HengPie:	0.1679974400841964
Pie:	0.1554059707752493
HengZhe:	0.1399396055699007
Heng:	0.11788385819553013

2
ShuZheZheGou:	0.797575052144189
HengZheTi:	0.4363055725373337
ShuZhe:	0.36300767001158485
Gou:	0.3311970221723976
HengZheWanGou:	0.30908564418347867
Ti:	0.27234280226253
HengPie:	0.2582636459791453
Pie:	0.23303667486403098
HengZhe:	0.19178033988299326
HengGou:	0.1588019759349455
Heng:	0.149455051839356

3
ShuZheZheGou:	0.69220381370191
HengZheTi:	0.4887183405237189
Wan:	0.3932861368631223
Gou:	0.31989155295262117
ShuZhe:	0.27017012051996353
Shu:	0.24807867014783472
Ti:	0.21782897915939278
HengPie:	0.2012978959644003
Pie:	0.18084856255064521
HengZhe:	0.15420402284340906
HengGou:	0.1385479465864425
Heng:	0.13442277376663425

4
ShuZheZheGou:	0.9134127203020685
HengZheTi:	0.6820123980550404
ShuWanGou:	0.49273275155982443
ShuZhe:	0.4283256570691888
HengZheWanGou:	0.33563581056410974
Ti:	0.3137274403834927
HengPie:	0.27786603596442
Pie:	0.2621947831591806
HengZhe:	0.22903561733217642
HengGou:	0.19695255620209565
Heng:	0.18712382790079846

5
ShuZheZheGou:	0.6708811151719966
HengZheTi:	0.3314990570165649
ShuWanGou:	0.28067048200015454
Wan:	0.2558414320357067
ShuZhe:	0.232733383862073
Gou:	0.21451500115729494
HengPie:	0.1949365939883614
Ti:	0.18546301829243833
Shu:	0.1462187343945502
HengZhe:	0.1324424026082379
HengGou:	0.11580690806340287
Heng:	0.10972634437551507

6 ---------------------------------------!!! MisClassify !!!-----------------------------------------
HengZheTi:	0.8121376282326007
ShuZheZheGou:	0.652767576277498
Gou:	0.5596119327414854
ShuZhe:	0.44447186235008546
Ti:	0.3446089196835407
HengPie:	0.3049729126514973
Pie:	0.2901025377660174
HengZheWanGou:	0.2688645678416642
HengZhe:	0.22982543860955734
Heng:	0.21921555726736797

7
ShuZheZheGou:	0.7809666796645713
HengZheTi:	0.3889422318738824
ShuWanGou:	0.2722939956490285
Dian:	0.24942933195098602
ShuZhe:	0.229604964392885
HengZheWanGou:	0.18948973546189316
Shu:	0.17590379026202538
Ti:	0.1649033544948803
HengPie:	0.15026507062042763
Pie:	0.13914070428746395
HengZhe:	0.12792562314443404
HengGou:	0.10943574893441915
Heng:	0.1041748551554154

8
ShuZheZheGou:	0.7477458275301719
HengZheTi:	0.5666450807147277
Wan:	0.4416107653339974
Gou:	0.3509810974729506
ShuZhe:	0.28522775197217765
Ti:	0.2162261012927873
HengPie:	0.1899752232930539
Pie:	0.1805366044703227
HengZhe:	0.15982361074136556
HengGou:	0.14402331213204161
Heng:	0.13957907022664467

9
ShuZheZheGou:	0.6985902750598205
HengZheTi:	0.30170958444418705
ShuWanGou:	0.2193635942963342
ShuZhe:	0.17887982159846907
HengZheWanGou:	0.1639633273185887
Ti:	0.13832823415222606
HengZhe:	0.11101612724900797
HengGou:	0.09196363608903081
Heng:	0.08463916283312545

10
ShuZheZheGou:	0.6079137641817909
HengZheTi:	0.37579071326157476
Wan:	0.3227446116504726
Gou:	0.2596974835885918
Na:	0.22705882418990544
ShuZhe:	0.21437100455869715
HengZheWanGou:	0.2032098600797415
Ti:	0.19015361269770548
Pie:	0.15315478338573885
HengZhe:	0.13549714201100901
Heng:	0.1173092541062453



