@relation 'TT-weka.filters.unsupervised.attribute.Remove-R1-11,13-14,16-20,22-23,25-28,30-33,35-39,41-71,73-86'

@attribute f12 numeric
@attribute f15 numeric
@attribute f21 numeric
@attribute rubine_ShuZhe numeric
@attribute rubine_Gou numeric
@attribute rubine_Shu numeric
@attribute long_ShuZhe numeric
@attribute dollar_ShuZhe numeric
@attribute class {HengZheTi,ShuZhe,ShuZheZheGou,Heng,Ti,HengGou,Gou,HengZhe,ShuWanGou,HengZheWanGou,Dian,Shu,HengPie,Wan,Pie,Na}

@data
2.464856,1.061399,5.518022,0.171667,0.929435,0.333847,0.318428,0.067306,Pie
2.697578,1.059134,5.815751,0.116352,0.888429,0.278912,0.218753,0.067771,Pie
2.587285,1.065135,4.879269,0.127686,0.922986,0.230811,0.259953,0.061684,Pie
2.460294,1.068693,5.316278,0.176577,0.929628,0.313199,0.3253,0.070759,Pie
2.208115,1.036295,4.89858,0.367799,1,0.533345,0.441893,0.078951,Pie
2.505404,1.077334,5.462674,0.15536,0.925537,0.299548,0.292775,0.067115,Pie
2.624233,1.056628,5.389119,0.126774,0.908163,0.261105,0.244856,0.068373,Pie
2.564084,1.041078,5.260627,0.146299,0.915681,0.27729,0.273273,0.080118,Pie
2.498092,1.063956,5.478094,0.164493,0.920652,0.316518,0.304749,0.066449,Pie
2.603413,1.072136,5.787557,0.140185,0.896235,0.307178,0.259355,0.057712,Pie
2.458714,1.092412,5.215408,0.172241,0.93873,0.309625,0.316658,0.077314,Pie
2.491318,1.058445,5.518942,0.171063,0.917544,0.330988,0.309187,0.068368,Pie
2.791737,1.042999,5.101803,0.108964,0.896182,0.205658,0.174718,0.06483,Pie
2.450036,1.047428,5.533119,0.186443,0.925304,0.357332,0.330756,0.068054,Pie
2.634177,1.060896,5.778478,0.131599,0.900827,0.301005,0.24727,0.058107,Pie
2.326053,1.099551,5.735235,0.22502,0.936836,0.42731,0.382622,0.071762,Pie
2.474452,1.099743,5.746209,0.174615,0.922054,0.3569,0.31193,0.071122,Pie
2.3053,1.084936,5.657821,0.243612,0.963304,0.452129,0.394726,0.070848,Pie
2.389047,1.035256,5.049907,0.227358,0.955242,0.367831,0.354464,0.069078,Pie
2.294384,1.070207,5.443141,0.97041,0.28572,0.854642,0.828606,0.397945,Na
2.56337,1.108919,5.515878,0.977174,0.256507,0.742633,0.912021,0.590952,Na
2.767866,1.139103,5.229996,0.928719,0.252261,0.577165,0.881563,0.572879,Na
2.565674,1.119152,5.728925,0.996821,0.243146,0.76734,0.947624,0.602189,Na
2.627673,1.122365,5.74368,0.955196,0.245032,0.748224,0.92008,0.711527,Na
2.509986,1.149252,5.583474,0.98912,0.231938,0.779602,0.942601,0.597548,Na
2.361975,1.118574,5.597574,0.995971,0.263358,0.839075,0.898976,0.416856,Na
2.680464,1.04783,5.225942,0.96128,0.261323,0.668061,0.846082,0.673631,Na
2.677945,1.02914,5.366042,0.93694,0.251134,0.679415,0.815958,0.461613,Na
2.928897,1.017592,5.399625,0.777143,0.21812,0.490912,0.725746,0.676111,Na
2.710308,1.103419,5.598729,0.959614,0.242292,0.69958,0.939905,0.742042,Na
2.883249,1.033405,5.324355,0.829788,0.236234,0.525886,0.782588,0.934598,Na
2.744356,1.050906,5.287733,0.921607,0.263154,0.629621,0.842374,0.602415,Na
2.59978,1.118435,5.602377,0.999738,0.223927,0.752171,0.953606,0.595612,Na
2.468117,1.043026,5.551154,0.962368,0.253658,0.796649,0.825692,0.425423,Na
2.451901,1.081063,5.257419,0.981914,0.276075,0.760341,0.843421,0.554509,Na
2.43344,1.051132,5.483933,0.964204,0.263172,0.797535,0.815975,0.412204,Na
2.634113,1.173567,5.665288,0.974162,0.234269,0.746496,0.974348,0.791654,Na
2.386036,1.151576,5.375148,1,0.271804,0.787397,0.907928,0.443515,Na
2.405515,1.074579,6.024092,0.940916,0.218186,0.876954,0.784252,0.460204,Na
