@relation TT

@ATTRIBUTE f1	REAL
@ATTRIBUTE f2	REAL
@ATTRIBUTE f3	REAL
@ATTRIBUTE f4	REAL
@ATTRIBUTE f5	REAL
@ATTRIBUTE f6	REAL
@ATTRIBUTE f7	REAL
@ATTRIBUTE f8	REAL
@ATTRIBUTE f9	REAL
@ATTRIBUTE f10	REAL
@ATTRIBUTE f11	REAL
@ATTRIBUTE f12	REAL
@ATTRIBUTE f13	REAL
@ATTRIBUTE f14	REAL
@ATTRIBUTE f15	REAL
@ATTRIBUTE f16	REAL
@ATTRIBUTE f17	REAL
@ATTRIBUTE f18	REAL
@ATTRIBUTE f19	REAL
@ATTRIBUTE f20	REAL
@ATTRIBUTE f21	REAL
@ATTRIBUTE f22	REAL
@ATTRIBUTE rubine_HengZheTi	REAL
@ATTRIBUTE rubine_ShuZhe	REAL
@ATTRIBUTE rubine_ShuZheZheGou	REAL
@ATTRIBUTE rubine_Heng	REAL
@ATTRIBUTE rubine_Ti	REAL
@ATTRIBUTE rubine_HengGou	REAL
@ATTRIBUTE rubine_Gou	REAL
@ATTRIBUTE rubine_HengZhe	REAL
@ATTRIBUTE rubine_ShuWanGou	REAL
@ATTRIBUTE rubine_HengZheWanGou	REAL
@ATTRIBUTE rubine_Dian	REAL
@ATTRIBUTE rubine_Shu	REAL
@ATTRIBUTE rubine_HengPie	REAL
@ATTRIBUTE rubine_Wan	REAL
@ATTRIBUTE rubine_Pie	REAL
@ATTRIBUTE rubine_Na	REAL
@ATTRIBUTE long_HengZheTi	REAL
@ATTRIBUTE long_ShuZhe	REAL
@ATTRIBUTE long_ShuZheZheGou	REAL
@ATTRIBUTE long_Heng	REAL
@ATTRIBUTE long_Ti	REAL
@ATTRIBUTE long_HengGou	REAL
@ATTRIBUTE long_Gou	REAL
@ATTRIBUTE long_HengZhe	REAL
@ATTRIBUTE long_ShuWanGou	REAL
@ATTRIBUTE long_HengZheWanGou	REAL
@ATTRIBUTE long_Dian	REAL
@ATTRIBUTE long_Shu	REAL
@ATTRIBUTE long_HengPie	REAL
@ATTRIBUTE long_Wan	REAL
@ATTRIBUTE long_Pie	REAL
@ATTRIBUTE long_Na	REAL
@ATTRIBUTE hausdorff_HengZheTi	REAL
@ATTRIBUTE hausdorff_ShuZhe	REAL
@ATTRIBUTE hausdorff_ShuZheZheGou	REAL
@ATTRIBUTE hausdorff_Heng	REAL
@ATTRIBUTE hausdorff_Ti	REAL
@ATTRIBUTE hausdorff_HengGou	REAL
@ATTRIBUTE hausdorff_Gou	REAL
@ATTRIBUTE hausdorff_HengZhe	REAL
@ATTRIBUTE hausdorff_ShuWanGou	REAL
@ATTRIBUTE hausdorff_HengZheWanGou	REAL
@ATTRIBUTE hausdorff_Dian	REAL
@ATTRIBUTE hausdorff_Shu	REAL
@ATTRIBUTE hausdorff_HengPie	REAL
@ATTRIBUTE hausdorff_Wan	REAL
@ATTRIBUTE hausdorff_Pie	REAL
@ATTRIBUTE hausdorff_Na	REAL
@ATTRIBUTE dollar_HengZheTi	REAL
@ATTRIBUTE dollar_ShuZhe	REAL
@ATTRIBUTE dollar_ShuZheZheGou	REAL
@ATTRIBUTE dollar_Heng	REAL
@ATTRIBUTE dollar_Ti	REAL
@ATTRIBUTE dollar_HengGou	REAL
@ATTRIBUTE dollar_Gou	REAL
@ATTRIBUTE dollar_HengZhe	REAL
@ATTRIBUTE dollar_ShuWanGou	REAL
@ATTRIBUTE dollar_HengZheWanGou	REAL
@ATTRIBUTE dollar_Dian	REAL
@ATTRIBUTE dollar_Shu	REAL
@ATTRIBUTE dollar_HengPie	REAL
@ATTRIBUTE dollar_Wan	REAL
@ATTRIBUTE dollar_Pie	REAL
@ATTRIBUTE dollar_Na	REAL
@ATTRIBUTE class	{HengZheTi,ShuZhe,ShuZheZheGou,Heng,Ti,HengGou,Gou,HengZhe,ShuWanGou,HengZheWanGou,Dian,Shu,HengPie,Wan,Pie,Na,}

@DATA
1.0,0.0,174.56803831171388,1.2381766352209842,140.11780757633915,0.4068005415296353,0.9135170055402336,252.16546834573995,1.0512752125893892,6.341146026867007,6.551200103256858,1.903416018368809,2.0930296554408043,0.004168989590390715,1.7996675276863354,1.4445110959857714,0.8026544201988489,9405.0,9.14899674173513,0.1657863118330988,5.5300854924501595,0.6436501762815167,1.0,0.9491418360894064,0.8428273828838776,0.5960144388543802,0.13661814065662425,0.6495441974921539,0.3350517525445933,0.8608321152855896,0.9449641435360896,0.7335690221630389,0.9391281484721706,0.8901960254524803,0.7898163403623087,0.8251468540381542,0.0,0.9182262434491086,1.0,0.9116590907602247,0.8780056689201027,0.5360503829388593,0.1380604007372639,0.7262425077147686,0.34590819491796176,0.8835807463697307,0.9461816425247421,0.7766895747172534,0.5308760297076324,0.6357664564270462,0.816988892656742,0.7864460979152501,0.0,0.5735657609980571,1.0,0.020489256923134223,0.09596171972481754,0.0020190151133253056,0.02558710071441402,0.0,0.03470042142588032,0.005445624813507225,0.044328971442937744,0.012657760872308,0.1177049130243987,0.09022709211077605,0.02242082403130739,0.1510220906369407,0.00980684791397717,0.0169418249988333,0.5627161486057289,0.28991320213601035,0.38215356619245,0.005994762493139105,0.10002609043675321,0.0,0.7884642771771226,0.18270528216639825,0.18135202648704352,0.38061607576919676,0.4427601600114199,0.4833916144195643,0.4706220492828347,0.671201440757323,1.0,0.28469387667849705,HengZheTi
1.0,0.0,154.53802121160993,1.302274133984156,123.08127396155761,0.28436494743247187,0.9587161084866195,228.15435811335985,-2.033943935837369,7.906035952202621,5.501355204704455,1.8393185196056372,3.381702821577208,-0.00891477135329053,1.8536886300398554,1.4763639156537833,0.7964465508007355,6109.0,8.717518372649767,-0.25726469600365437,5.430022409156169,0.6093951332375227,1.0,0.9188113114203499,0.9036150303069459,0.5312197341707364,0.00679546234353129,0.6216516710858787,0.386347817500808,0.8649582346643887,0.8967179987691883,0.6565816331276031,0.9501810413251619,0.9197241588669787,0.8314377015615868,0.904606040039887,0.0,0.9071977997655828,1.0,0.8684804290609801,0.9159332124789387,0.5394563963750899,0.09237022465099443,0.7486530649422495,0.4143961914142269,0.8786743689088803,0.9058553437072063,0.7741256969917678,0.48727206981246246,0.7175253249077334,0.828685354710809,0.8233971919274548,0.0,0.5040514266382315,0.9291928331611282,0.034846040159607225,0.2198587119555671,0.007735718042924924,0.08377140087235925,0.002939108522202633,0.1100678593889256,0.0,0.08918733012061311,0.01564554605918185,0.23553415543098596,0.4675336165966266,0.07000847205383764,1.0,0.03421447240129649,0.024153647500013992,0.714269272237826,0.3228571431854056,0.4704561661320895,0.01708945026066405,0.08255361349565239,0.0,0.7689908880195198,0.21607823982661786,0.1811186676956465,0.45856010527450985,0.5583848557334258,0.6722395051934733,0.5198793510859938,0.8443535178665371,1.0,0.36379607818983944,HengZheTi
1.0,0.0,140.98226838861686,1.0182119765041826,110.45361017187261,0.6699645207146371,0.7423931175486519,210.7499961935119,0.9097531579442097,5.911939185089171,6.080316405535051,2.1233806770856107,1.1131446062577153,0.004316741040929221,1.9080408133837539,1.4948688129529926,0.783457461951228,8880.0,9.091556835986216,0.15388405216324763,5.350672578820337,0.7530094775679917,1.0,0.9728179593373617,0.8458833750709859,0.7085048004648622,0.23157263700294253,0.757771727540588,0.3171223582843215,0.9304449196650352,0.9680773951460868,0.8123148725382624,0.9738095527116954,0.8204029869580035,0.8356727023442447,0.7843219650902721,0.0,0.953499142946246,1.0,0.964058375265361,0.8820298159127243,0.5438310080453986,0.1916050332547489,0.7378866045326589,0.3042830291088137,0.9426244870660884,0.9829604991952563,0.7926724713753667,0.6261074643796087,0.4823382061308306,0.8743447629468066,0.7556695667182908,0.0,0.674746761043359,0.695536672005127,0.3968453962548205,0.600595805691307,0.015488143468830151,0.18940011938836873,0.0,0.23430784900642754,0.08485063301862891,0.5872295785264656,0.3602910964424733,1.0,0.18657211555622236,0.200305015196377,0.42220244154211467,0.08108847820386791,0.18827610807236292,0.6464680139896619,0.38915814433157503,0.459216584371494,0.020076293651953164,0.12851327093333284,0.0,0.7781725088420898,0.24075185700380988,0.24079009358515222,0.43920891767751596,0.5483027007260518,0.5571649465774887,0.4523198990377353,0.718094170130185,1.0,0.37049750693187455,HengZheTi
1.0,0.0,180.646062785769,1.2788093096731865,125.29964086141668,0.41500517992316355,0.9098190482930892,282.9022111666677,1.5707963267948966,9.148462369313426,5.436327239124758,1.8627833439166066,3.7429174575603117,0.005552435664313294,2.257805443190072,1.5660579965264223,0.6936195504576896,8996.0,9.104535313079205,0.17170058348425843,5.645101294348619,0.6220717906627726,1.0,0.9034915886511062,0.826758670663265,0.5587637277093442,0.1353137243812853,0.6339790276431739,0.3314279203710269,0.8323396929858526,0.940099504565224,0.7245531283320319,0.9051972501846319,0.8423820103093399,0.7961686580225638,0.7946410449738764,0.0,0.8803927577029056,1.0,0.8515532888849912,0.8693415985099405,0.5263453285786092,0.13196911795850483,0.7363326784812253,0.39517002338640533,0.8449141359694612,0.9316087855767115,0.8009511043752517,0.47856626982357,0.640031322785578,0.8194205165063048,0.7450264163245836,0.0,0.5035737330865611,1.0,0.0383713665201412,0.23094703608895387,0.004361934296304449,0.06548747334741054,0.0,0.08770006675983325,0.0045335030628731,0.10781881782668129,0.0299314279429275,0.24880699074256934,0.2911642883272646,0.04712733498502454,0.5959289430910691,0.02590041242626253,0.03334195058158256,0.6150727267340843,0.2461471328018926,0.36735595273667165,0.0,0.0906840697215272,0.01183370364235065,0.7652035537720933,0.13906290237002641,0.11694529085690941,0.3722218526546094,0.4564596846694634,0.5407832906368774,0.4106175446304014,0.7032270338899294,1.0,0.2724224627844563,HengZheTi
1.0,0.0,159.8311609167624,1.3243002141499007,107.33592129385204,0.36334527649164394,0.9316545551067793,247.85112002385154,-1.836923375946473,7.019849435433898,4.902465378608219,1.8172924394398924,3.698528282050976,-0.007411398325614585,2.3091162495853834,1.5507058736370474,0.6715581659933693,6045.0,8.706986763048892,-0.26167560897735015,5.5128282434148215,0.5973477227706072,1.0,0.8701776754153017,0.8499506337889429,0.5466891830043155,0.10044874563523816,0.6592317144899931,0.3698179476159581,0.8472839261407331,0.8854507162969963,0.6355654173444295,0.9213566399047872,0.8741525626152615,0.8370573839827365,0.8441497463347095,0.0,0.8763625541150991,1.0,0.8149798889767483,0.8773379355472649,0.5547407323633652,0.13379964875092465,0.7765471755102489,0.4313007310640167,0.8515801878457038,0.8875883299166816,0.7568842649613327,0.46444846509850557,0.7109167038304882,0.8420512035989566,0.7652343928752046,0.0,0.48363391005397954,0.6912719923048257,0.02667198134381543,0.22438618856177853,0.00967253592409215,0.061531790949865765,0.005208857791406244,0.09994200356751394,0.0,0.0915007320373894,0.025340464114955635,0.18768446011319218,0.47693603795251005,0.04357267411284725,1.0,0.030763511297459408,0.0273654970224015,0.6268946661334588,0.3775413542780148,0.41446938128650707,0.012454676089049621,0.12602068266002575,0.0,0.7901023589093038,0.19679732501286468,0.23815202718859182,0.430213873120704,0.5089378872003237,0.5309915576628266,0.4242595871032161,0.6927525148117311,1.0,0.34629970613957684,HengZheTi
0.9486832980505138,-0.31622776601683794,180.76780686836912,1.2962960416053182,102.47438704378767,0.4781682663694502,0.8782682443520514,306.57228142946525,-1.8147749902550938,7.248180084736817,4.359194969124777,1.845296611984475,2.7178891587221914,-0.005919566445450578,2.991696659756216,1.6959451283972482,0.5668840531898864,8526.0,9.050875597325156,-0.2503766420037822,5.7254535560542275,0.6126400298743725,1.0,0.8463544680092615,0.8432639531773771,0.5585800697241381,0.14799727538381566,0.6895382089244326,0.35066989075362226,0.8520828504656234,0.894887823467235,0.6701821689984969,0.8963596977592366,0.8050742469032673,0.8570336187317483,0.7907512094878102,0.0,0.8485214765500999,1.0,0.8264019685310627,0.8837797926179385,0.582411063784156,0.13426164706598703,0.7519832025814733,0.3585245242276993,0.8585460429802819,0.8874009209768716,0.7629889060885254,0.515834105399771,0.7101253722544602,0.8636839700331691,0.7486384985809347,0.0,0.5428132212515452,1.0,0.030478951542805836,0.3765181760685533,0.005931994326844333,0.09706292326682903,0.0,0.11764178522069219,0.002869430847866154,0.11254036054645492,0.03595195964883355,0.2554891578733009,0.49871980714100544,0.0720071521386391,0.8195636154559293,0.03700875335841879,0.032875501681240045,0.7321713029623762,0.4077463454975536,0.4514984821409731,0.007955734191962731,0.10482288682218159,0.0,0.8279291053107022,0.1923661014469817,0.2421906122015861,0.5250054268677892,0.5807401534552208,0.6666303986980912,0.4246677469277703,0.8053617994960164,1.0,0.392683646533171,HengZheTi
0.9615239476408232,0.27472112789737807,193.54586019855861,1.1672613917802583,149.37201879870273,0.4418498225490489,0.8970890336601902,299.7692313260902,-1.063531155737436,5.813029312452037,4.106687783584677,1.9743312618095348,2.4192392723074088,-0.0035478329481404393,2.0068633585923905,1.5488279161257033,0.7717655063531818,13528.0,9.512516890578416,-0.18295644122407154,5.703012949734799,0.6802297393991892,1.0,0.9503339871673075,0.9238037514965415,0.5908697027150321,0.037289612941147215,0.679427240257368,0.3575784255994346,0.9079835262665438,0.9394941124555303,0.755818874973014,0.9547948978437149,0.8317346442081638,0.8640977175181381,0.8428175231760032,0.0,0.9102900062175023,1.0,0.9173261885412337,0.9434184819014614,0.5065052996157401,0.06589239528445867,0.7330980858438721,0.3669482102292822,0.9132428466023761,0.9523763599098872,0.8270933261957177,0.5338149178995749,0.5588385229492249,0.8759726014886361,0.7681295824472509,0.0,0.558137192751764,1.0,0.11887695172015465,0.3364487312224975,0.011096486384005792,0.14137659373558992,0.0,0.17058810701286237,0.04934282408629076,0.2528156076973959,0.07570848675436252,0.41806162859206886,0.0,0.2224005272445055,0.5495565755598182,0.057555134857553335,0.09689512016584277,0.6065917800465989,0.28812560111848,0.42088674093939266,0.004042909634162283,0.08611928460533197,0.0,0.8080599029769527,0.19816526552911665,0.1777637251781154,0.4056432572279789,0.4835065774719269,0.5365878712329422,0.5295319092486572,0.7202047911533638,1.0,0.3069365528566524,HengZheTi
0.9191450300180578,-0.39391929857916763,177.11578134090706,1.2311905272587018,124.82387592123551,0.47266598288639344,0.8812416630085301,277.9736065870203,-1.9510527039124694,8.916353609652413,6.502605114413244,1.9104021263310913,3.2137185560067203,-0.0070188415650954536,2.226926575829315,1.5694457291300608,0.7047586328909806,9853.0,9.195531256322475,-0.21881733153790067,5.627526168849059,0.6473137572447828,1.0,0.8979475353441023,0.8740195955415894,0.5863662799509459,0.12894436485932673,0.6917591686867418,0.3469711470710673,0.8831823995712343,0.9122046815562135,0.7050422373829777,0.9291119985916981,0.8411187631090334,0.851644723119472,0.821907850818613,0.0,0.8924702303239044,1.0,0.8633771848368398,0.9028168943163134,0.5334523413679391,0.13638796960286367,0.7590986843022459,0.3793717793634691,0.8858656182021936,0.9209695345564533,0.7874085885746082,0.5139162743006439,0.6199806477863832,0.8616725318130773,0.7550954530798079,0.0,0.5398046310643044,1.0,0.05893194414609734,0.35134713469939505,0.0060453259774164,0.08984963954176295,0.0,0.11727768472348765,0.010826968226558297,0.1741485314266942,0.056153539180364205,0.3426495653337064,0.323371441252713,0.07029893534484641,0.6351958421767646,0.035417629554289565,0.062253010424119314,0.9039405724886597,0.448589031095,0.5714320944317033,0.027300555962997304,0.09323279634424939,0.0,0.8026774897860001,0.2365404513414561,0.25829270936243554,0.624525374986685,0.7167634909082848,0.8717858140221802,0.498356537557952,0.9992872431605744,1.0,0.47686101988140095,HengZheTi
1.0,0.0,144.89996549343965,1.1133214788988715,103.23274674249446,0.6199583176803646,0.7846347458142114,231.94720714789509,1.1763385404161228,9.060241268854336,7.117275871954963,2.0282711746909214,1.7938722943942922,0.005071578808302103,2.2468375052198137,1.600740251096861,0.7124414860345037,8320.0,9.026417533815254,0.12983523346778053,5.446509790374648,0.7071837921206678,1.0,0.9444405444814856,0.8422119451346307,0.6533936258527098,0.22074667175253757,0.7118424864632307,0.31751614903785974,0.8949040868672677,0.9616469096230837,0.8009265356616335,0.9443543541369449,0.8140810787797612,0.8206650853028142,0.7745659847975742,0.0,0.9211830750810834,1.0,0.9119118230689987,0.8840047297409954,0.5253394182370061,0.17909078032030662,0.7271222258957378,0.3581477570912155,0.8979257151687697,0.9645641648243585,0.8255600030621922,0.5578540020349345,0.5352931815005965,0.8538656929597755,0.7315058638557368,0.0,0.58973025939492,0.9141678206568109,0.2138639662050006,1.0,0.014228297056361968,0.1766641679240327,0.0,0.23595968634213363,0.02836162210813363,0.586587141377071,0.24311937173894427,0.8076036788490837,0.343373209696835,0.1393837227752996,0.8745767197073377,0.07208260423660609,0.14740683764459822,0.8686666499379391,0.5211594993241149,0.5776733063089643,0.03579128414658217,0.14361371636393247,0.0,0.8583907608351038,0.2778478641106888,0.3102806195056495,0.6533662017537857,0.7349999420151863,0.7800751490167275,0.45666377874083447,0.9122297483567486,1.0,0.5065524291465711,HengZheTi
0.9647638212377322,-0.2631174057921088,123.22743201089601,0.9061944541059935,86.83317338436964,0.8752415354392695,0.48368611169012266,216.50892848729484,0.5230283221684339,11.65508665266702,9.031053774647301,2.2353981994837997,2.2652838110724196,0.0024157355810807877,2.493389565862249,1.756986451427071,0.7046578182095987,7372.0,8.905444318789714,0.04487554127697111,5.3776317867182675,0.8044193775131133,1.0,0.9634307842507589,0.841817603671306,0.7665856719861813,0.4226118683618149,0.7995615599240536,0.3054683319578601,0.9543009472010963,0.982254998547235,0.9163670822479807,0.9518295271981444,0.7838962209461008,0.8084896848326375,0.7371368083138663,0.0,0.9420464603064352,1.0,0.9381758708916373,0.8985842499098124,0.5694736331246002,0.328737179428727,0.7449872105861339,0.36262991915469406,0.9319077531673023,0.9849641515451597,0.9271788656396116,0.5705070201296973,0.5047020493044001,0.8379187077840478,0.7075630125169458,0.0,0.5951264301937133,0.28016098685220603,0.2398370013518224,0.4433375929041255,0.019811536971232686,0.26504241599486866,0.0,0.2858302590436819,0.2102063830491943,0.3449138714088766,1.0,0.41806774428213933,0.09935891746108454,0.6619011561654372,0.27902452887206425,0.12027382774625121,0.3310951513569278,0.9625731357109206,0.5500750975813555,0.6339464276053253,0.03109710059850503,0.09474005679351806,0.0,0.851195132870518,0.28812495677611105,0.3313477416789993,0.7094431730427403,0.7918969884426567,0.8247201951617523,0.5418866788583688,1.0,0.9423750231889784,0.5491974913699047,HengZheTi
