0.1935805,-0.0424388,-2.8938773,-0.0016350,-1.5552874,-0.0002167,-0.0027784,-5.0792585,-0.0615434,0.4633664,0.9306001,0.0016350,-0.0839853,-0.0002683,-0.0096566,-0.0027988,0.0026170,-689.0939326,-0.0344350,0.0014012,-0.0142078,0.0003463;
-0.0424388,0.2196638,3.5467298,0.0009415,3.7638404,-0.0019899,0.0057899,3.1483153,0.1007367,0.5780638,0.4666026,-0.0009415,0.1217960,0.0002658,-0.0108077,-0.0026044,0.0019938,319.4164766,0.0430797,0.0049409,0.0234160,-0.0005224;
-2.8938773,3.5467298,4520.0669382,-1.6929616,3958.5439536,0.6096491,0.0947554,5967.8081406,-2.7683898,765.7561485,887.3706283,1.6929616,74.5393518,-0.0268481,-0.5213260,-0.1895218,-0.0108665,726486.1055424,45.0780424,-1.4253206,23.4185209,0.6510858;
-0.0016350,0.0009415,-1.6929616,0.0107785,-1.7544128,-0.0071694,0.0068346,-1.9373831,-0.0055068,-0.7558667,-0.9109323,-0.0107785,-0.0373201,0.0000066,0.0005773,-0.0004212,-0.0003804,-261.8757552,-0.0198664,0.0002908,-0.0108673,-0.0046249;
-1.5552874,3.7638404,3958.5439536,-1.7544128,3596.1352326,0.5815553,0.1123762,5063.6505789,-3.7361192,764.4460444,894.1567834,1.7544128,65.6615385,-0.0326922,-1.6904018,-0.4082079,0.3038369,617009.6117609,39.8535463,-1.3112302,20.7437368,0.6740547;
-0.0002167,-0.0019899,0.6096491,-0.0071694,0.5815553,0.0112192,-0.0060812,0.7512576,0.0047783,0.3283774,0.3687937,0.0071694,0.0214646,-0.0001164,0.0026947,0.0010047,-0.0004756,125.3004402,0.0085833,0.0007724,0.0045459,0.0030999;
-0.0027784,0.0057899,0.0947554,0.0068346,0.1123762,-0.0060812,0.0093036,-0.1075447,-0.0035065,-0.3856657,-0.5070036,-0.0068346,0.0046225,-0.0000231,-0.0016664,-0.0008056,0.0001171,-5.0488195,-0.0000783,-0.0011906,0.0008768,-0.0030104;
-5.0792585,3.1483153,5967.8081406,-1.9373831,5063.6505789,0.7512576,-0.1075447,8247.2306439,-3.5800851,1038.8521505,1225.3729482,1.9373831,96.7344299,-0.0297286,0.9248822,0.3406820,-0.3228323,1020054.2925924,58.8984423,-1.5479331,30.5434792,0.7617686;
-0.0615434,0.1007367,-2.7683898,-0.0055068,-3.7361192,0.0047783,-0.0035065,-3.5800851,1.3759344,-3.4145795,-4.4414288,0.0055068,-0.0804977,0.0071735,0.0184642,0.0014783,-0.0041494,-315.0600073,-0.0280620,0.0991813,-0.0078833,0.0025764;
0.4633664,0.5780638,765.7561485,-0.7558667,764.4460444,0.3283774,-0.3856657,1038.8521505,-3.4145795,984.4641058,1291.2771895,0.7558667,3.1801088,-0.0078121,1.1279060,0.9393297,-0.0491930,137401.2052480,8.7583901,0.0002442,5.1156586,0.3104829;
0.9306001,0.4666026,887.3706283,-0.9109323,894.1567834,0.3687937,-0.5070036,1225.3729482,-4.4414288,1291.2771895,1721.1418770,0.9109323,-1.2870746,-0.0092792,1.5099563,1.2662737,-0.0596618,165151.5133933,9.8777981,0.0642134,5.9323557,0.3746815;
0.0016350,-0.0009415,1.6929616,-0.0107785,1.7544128,0.0071694,-0.0068346,1.9373831,0.0055068,0.7558667,0.9109323,0.0107785,0.0373201,-0.0000066,-0.0005773,0.0004212,0.0003804,261.8757552,0.0198664,-0.0002908,0.0108673,0.0046249;
-0.0839853,0.1217960,74.5393518,-0.0373201,65.6615385,0.0214646,0.0046225,96.7344299,-0.0804977,3.1801088,-1.2870746,0.0373201,3.0209664,-0.0012595,-0.0083912,-0.0089118,-0.0026413,11738.6601108,0.8440003,-0.0504669,0.4218082,0.0147732;
-0.0002683,0.0002658,-0.0268481,0.0000066,-0.0326922,-0.0001164,-0.0000231,-0.0297286,0.0071735,-0.0078121,-0.0092792,-0.0000066,-0.0012595,0.0000835,0.0000860,0.0000143,-0.0000185,-3.7687354,0.0001275,0.0006534,0.0000810,0.0000009;
-0.0096566,-0.0108077,-0.5213260,0.0005773,-1.6904018,0.0026947,-0.0016664,0.9248822,0.0184642,1.1279060,1.5099563,-0.0005773,-0.0083912,0.0000860,0.0374690,0.0111427,-0.0074976,42.4142303,0.0009589,-0.0002094,0.0037907,-0.0000268;
-0.0027988,-0.0026044,-0.1895218,-0.0004212,-0.4082079,0.0010047,-0.0008056,0.3406820,0.0014783,0.9393297,1.2662737,0.0004212,-0.0089118,0.0000143,0.0111427,0.0046798,-0.0018501,34.8359279,0.0004382,-0.0000448,0.0014672,0.0002840;
